CustomerID,AnnualSpending,FrequencyOfPurchases,TimeSinceLastPurchase,AverageOrderValue,PreferredCategory,LoyaltyScore,DiscountSensitivity,PreferredPaymentMethod,CustomerRegion,AgeGroup
1345,594.96,2,15.74,198.32,Health,7.51,94.07,Debit Card,East,46-55
1346,351.51,1,14.33,175.76,Sports,4.02,96.5,Cash,West,36-45
1347,244.61,1,23.2,122.3,Groceries,3.49,97.56,PayPal,South,36-45
1348,593.43,2,10.74,197.81,Automotive,7.5,94.09,Credit Card,North,36-45
1349,363.31,2,7.65,121.1,Toys,6.35,96.38,Cash,Central,26-35
1350,477.52,1,15.74,238.76,Health,4.65,95.24,PayPal,South,56+
1351,382.99,0,9.32,382.99,Sports,1.91,96.19,PayPal,North,46-55
1352,319.8,2,13.45,106.6,Electronics,6.14,96.81,Cash,Central,18-25
1353,554.15,8,9.37,61.57,Electronics,20.94,94.48,PayPal,South,18-25
1354,575.92,4,21.86,115.18,Health,11.96,94.26,Gift Card,North,26-35
1355,442.35,3,11.89,110.59,Toys,9.02,95.59,Debit Card,West,26-35
1356,240.9,4,19.95,48.18,Electronics,10.29,97.6,PayPal,South,26-35
1357,445.38,4,23.07,89.08,Automotive,11.31,95.56,Gift Card,West,56+
1358,539.18,1,22.93,269.59,Electronics,4.96,94.63,Credit Card,West,36-45
1359,352.11,6,15.45,50.3,Home Decor,15.39,96.49,Cash,East,36-45
1360,518.34,2,23.7,172.78,Clothing,7.13,94.84,PayPal,South,56+
1361,498.47,1,17.81,249.23,Health,4.76,95.03,Credit Card,East,18-25
1362,557.93,7,8.31,69.74,Electronics,18.69,94.44,Cash,North,56+
1363,511.96,3,21.99,127.99,Sports,9.37,94.9,Debit Card,East,18-25
1364,402.69,3,14.44,100.67,Clothing,8.82,95.99,Gift Card,North,26-35
1365,619.66,5,8.75,103.28,Beauty,14.45,93.83,Gift Card,North,36-45
1366,484.15,2,20.25,161.38,Home Decor,6.96,95.18,Cash,West,46-55
1367,497.27,2,17.24,165.76,Home Decor,7.02,95.05,Cash,North,18-25
1368,406.67,1,21.88,203.34,Home Decor,4.3,95.95,Gift Card,Central,36-45
1369,455.67,3,20.89,113.92,Beauty,9.09,95.46,Debit Card,West,26-35
1370,411.52,2,11.76,137.17,Beauty,6.59,95.9,Gift Card,North,36-45
1371,482.71,8,10.61,53.63,Beauty,20.59,95.19,Gift Card,West,46-55
1372,671.17,0,19.21,671.17,Books,3.34,93.31,Cash,South,46-55
1373,362.81,5,16.32,60.47,Books,13.17,96.39,Cash,Central,56+
1374,338.64,1,7.26,169.32,Health,3.96,96.63,Credit Card,North,56+
1375,647.12,4,9.27,129.42,Groceries,12.31,93.55,PayPal,South,56+
1376,479.07,2,8.72,159.69,Books,6.93,95.23,Credit Card,West,56+
1377,433.09,4,16.62,86.62,Electronics,11.25,95.69,Cash,Central,56+
1378,603.99,4,7.54,120.8,Groceries,12.1,93.98,Debit Card,East,36-45
1379,439.44,3,9.74,109.86,Books,9.01,95.62,Cash,East,56+
1380,682.6,2,15.82,227.53,Groceries,7.94,93.2,PayPal,Central,46-55
1381,567.79,1,8.4,283.9,Toys,5.1,94.34,Credit Card,North,18-25
1382,451.21,2,10.47,150.4,Automotive,6.79,95.51,Credit Card,East,36-45
1383,715.73,1,22.32,357.87,Sports,5.84,92.87,Gift Card,North,36-45
1384,439.43,2,18.55,146.48,Electronics,6.73,95.62,Debit Card,West,18-25
1385,574.21,1,11.52,287.1,Groceries,5.13,94.28,PayPal,South,56+
1386,529.93,1,21.79,264.96,Electronics,4.91,94.72,Gift Card,West,56+
1387,630.17,3,10.51,157.54,Books,9.96,93.72,Credit Card,East,26-35
1388,656.15,1,16.6,328.08,Clothing,5.54,93.46,Cash,Central,56+
1389,503.2,3,12.63,125.8,Health,9.32,94.99,Cash,East,56+
1390,424.66,2,19.54,141.55,Sports,6.66,95.77,PayPal,South,26-35
1391,546.0,3,12.69,136.5,Health,9.54,94.56,PayPal,South,56+
1392,432.23,2,10.48,144.08,Home Decor,6.7,95.69,PayPal,West,56+
1393,701.34,4,16.94,140.27,Clothing,12.58,93.01,Debit Card,Central,18-25
1394,513.65,1,19.42,256.83,Groceries,4.83,94.88,Debit Card,Central,26-35
1395,463.47,3,15.65,115.87,Electronics,9.13,95.38,PayPal,South,46-55
1396,518.47,3,18.89,129.62,Toys,9.4,94.84,Cash,East,46-55
1397,365.29,4,13.6,73.06,Home Decor,10.91,96.36,Debit Card,East,36-45
1398,402.84,4,20.32,80.57,Automotive,11.1,95.99,Debit Card,North,36-45
1399,620.04,4,16.53,124.01,Home Decor,12.18,93.82,Credit Card,East,36-45
1400,434.31,3,9.53,108.58,Health,8.98,95.67,Cash,Central,36-45
1401,395.31,4,22.03,79.06,Sports,11.06,96.06,Cash,Central,18-25
1402,553.67,5,21.06,92.28,Beauty,14.12,94.49,Credit Card,West,26-35
1403,618.57,3,23.35,154.64,Clothing,9.9,93.84,Cash,South,18-25
1404,571.9,3,16.24,142.97,Clothing,9.67,94.3,Gift Card,South,56+
1405,599.6,2,18.16,199.87,Automotive,7.53,94.03,Credit Card,South,36-45
1406,424.32,3,21.54,106.08,Beauty,8.93,95.77,Credit Card,West,18-25
1407,357.82,4,6.95,71.56,Clothing,10.87,96.44,PayPal,East,36-45
1408,650.13,2,22.42,216.71,Electronics,7.78,93.52,Debit Card,East,46-55
1409,467.73,7,10.88,58.47,Toys,18.24,95.34,Cash,North,26-35
1410,474.92,4,7.03,94.98,Home Decor,11.46,95.27,Credit Card,South,46-55
1411,632.82,2,10.28,210.94,Sports,7.7,93.7,Cash,Central,36-45
1412,555.62,2,16.55,185.21,Beauty,7.31,94.47,PayPal,North,18-25
1413,545.59,1,6.86,272.79,Books,4.99,94.57,Debit Card,South,36-45
1414,716.5,2,6.01,238.83,Beauty,8.11,92.86,Gift Card,East,18-25
1415,435.65,3,17.51,108.91,Toys,8.99,95.66,Cash,North,18-25
1416,592.78,6,14.16,84.68,Beauty,16.59,94.1,PayPal,East,46-55
1417,505.7,5,21.2,84.28,Sports,13.88,94.96,Cash,Central,56+
1418,526.86,3,10.64,131.71,Beauty,9.44,94.75,PayPal,East,46-55
1419,652.85,2,11.05,217.62,Books,7.8,93.5,Debit Card,East,36-45
1420,550.78,4,7.4,110.16,Books,11.83,94.51,Debit Card,South,36-45
1421,553.83,2,15.69,184.61,Health,7.3,94.48,Debit Card,South,36-45
1422,607.25,3,12.59,151.81,Health,9.84,93.95,PayPal,Central,46-55
1423,463.5,4,12.11,92.7,Sports,11.4,95.38,Debit Card,West,26-35
1424,416.08,1,14.24,208.04,Home Decor,4.34,95.86,Debit Card,South,56+
1425,395.52,9,21.29,39.55,Clothing,22.42,96.06,Gift Card,North,26-35
1426,303.36,4,7.89,60.67,Groceries,10.6,96.98,Cash,South,56+
1427,705.62,3,15.42,176.41,Sports,10.33,92.97,Credit Card,South,18-25
1428,389.68,3,9.54,97.42,Toys,8.76,96.12,Credit Card,Central,56+
1429,477.87,2,9.82,159.29,Books,6.93,95.24,Gift Card,West,26-35
1430,472.32,2,10.62,157.44,Automotive,6.9,95.3,PayPal,North,46-55
1431,530.74,4,14.27,106.15,Clothing,11.73,94.71,PayPal,North,18-25
1432,581.57,2,14.9,193.86,Automotive,7.44,94.21,PayPal,South,26-35
1433,586.05,2,21.69,195.35,Beauty,7.46,94.16,PayPal,West,56+
1434,441.69,2,22.06,147.23,Home Decor,6.75,95.6,Credit Card,East,36-45
1435,483.29,3,16.56,120.82,Toys,9.23,95.19,Gift Card,Central,36-45
1436,528.26,2,11.07,176.09,Groceries,7.18,94.74,PayPal,West,26-35
1437,475.13,3,20.73,118.78,Automotive,9.18,95.27,Cash,South,36-45
1438,660.73,3,20.27,165.18,Health,10.11,93.42,PayPal,North,56+
1439,549.1,3,20.36,137.27,Health,9.55,94.53,PayPal,Central,46-55
1440,573.49,3,6.29,143.37,Groceries,9.67,94.29,Debit Card,West,18-25
1441,566.29,4,19.57,113.26,Books,11.91,94.36,Debit Card,South,26-35
1442,617.35,6,21.35,88.19,Sports,16.71,93.85,Gift Card,East,26-35
1443,518.1,2,16.89,172.7,Books,7.13,94.84,Credit Card,North,46-55
1444,370.32,3,19.52,92.58,Automotive,8.66,96.31,PayPal,East,26-35
1445,539.97,5,19.97,89.99,Electronics,14.05,94.62,Credit Card,West,18-25
1446,434.86,1,15.12,217.43,Clothing,4.44,95.67,Credit Card,East,46-55
1447,447.14,4,20.65,89.43,Toys,11.32,95.55,Gift Card,East,46-55
1448,558.64,3,20.26,139.66,Toys,9.6,94.44,Credit Card,South,46-55
1449,623.83,6,22.49,89.12,Groceries,16.74,93.79,PayPal,Central,36-45
1450,502.13,3,22.58,125.53,Beauty,9.32,95.0,Gift Card,South,26-35
1451,530.88,1,15.53,265.44,Automotive,4.92,94.71,Gift Card,East,18-25
1452,670.22,4,6.57,134.04,Groceries,12.43,93.32,Credit Card,South,18-25
1453,524.08,3,6.34,131.02,Beauty,9.43,94.78,Credit Card,North,18-25
1454,760.17,2,22.9,253.39,Electronics,8.33,92.43,Gift Card,East,18-25
1455,556.55,4,12.07,111.31,Books,11.86,94.46,Gift Card,North,18-25
1456,323.92,6,12.8,46.27,Electronics,15.25,96.77,Cash,Central,36-45
1457,575.33,3,14.46,143.83,Home Decor,9.68,94.27,Cash,South,46-55
1458,538.12,6,10.78,76.87,Automotive,16.32,94.64,Cash,East,56+
1459,628.98,5,16.63,104.83,Beauty,14.5,93.74,Cash,West,56+
1460,567.32,2,20.12,189.11,Electronics,7.37,94.35,PayPal,East,36-45
1461,486.15,4,10.63,97.23,Beauty,11.51,95.16,Credit Card,East,36-45
1462,377.57,1,19.38,188.79,Sports,4.15,96.24,Credit Card,East,26-35
1463,479.1,4,18.1,95.82,Health,11.48,95.23,Debit Card,East,18-25
1464,414.95,1,15.46,207.47,Beauty,4.34,95.87,Cash,North,36-45
1465,441.95,2,11.86,147.32,Health,6.75,95.6,Cash,East,18-25
1466,558.86,5,21.71,93.14,Health,14.15,94.43,Debit Card,Central,36-45
1467,666.99,1,13.25,333.5,Clothing,5.59,93.36,Cash,South,46-55
1468,539.47,4,12.74,107.89,Beauty,11.78,94.63,Gift Card,North,36-45
1469,380.41,1,17.54,190.21,Toys,4.17,96.21,Gift Card,North,36-45
1470,544.46,3,22.57,136.12,Books,9.53,94.58,PayPal,North,56+
1471,619.66,2,15.14,206.55,Sports,7.63,93.83,Gift Card,West,46-55
1472,439.02,4,19.01,87.8,Beauty,11.28,95.63,Credit Card,South,36-45
1473,486.6,3,14.22,121.65,Toys,9.24,95.15,Credit Card,East,18-25
1474,501.47,5,9.94,83.58,Beauty,13.86,95.01,Credit Card,West,36-45
1475,421.51,6,8.23,60.22,Toys,15.74,95.8,Debit Card,Central,46-55
1476,564.83,4,8.45,112.97,Toys,11.9,94.37,PayPal,West,36-45
1477,487.91,5,6.38,81.32,Health,13.79,95.14,Gift Card,East,36-45
1478,541.95,7,15.95,67.74,Books,18.61,94.6,Credit Card,East,18-25
1479,411.25,2,8.36,137.08,Health,6.59,95.9,Gift Card,West,56+
1480,456.25,4,21.58,91.25,Beauty,11.36,95.46,PayPal,East,56+
1481,572.24,6,23.69,81.75,Sports,16.49,94.3,Credit Card,Central,46-55
1482,462.72,3,14.93,115.68,Beauty,9.12,95.39,Credit Card,East,18-25
1483,672.7,7,14.09,84.09,Home Decor,19.26,93.3,Credit Card,North,36-45
1484,460.04,6,12.27,65.72,Electronics,15.93,95.42,Gift Card,North,56+
1485,522.47,3,17.48,130.62,Clothing,9.42,94.8,PayPal,South,26-35
1486,593.26,1,16.94,296.63,Automotive,5.23,94.09,Debit Card,Central,26-35
1487,358.16,2,12.18,119.39,Beauty,6.33,96.43,Cash,East,18-25
1488,323.92,4,12.18,64.78,Beauty,10.7,96.77,Gift Card,North,56+
1489,347.43,4,17.61,69.49,Clothing,10.82,96.54,Credit Card,East,56+
1490,626.26,5,15.98,104.38,Health,14.48,93.76,Credit Card,Central,46-55
1491,444.81,4,18.93,88.96,Sports,11.31,95.57,Debit Card,South,46-55
1492,755.82,4,22.95,151.16,Clothing,12.86,92.47,Cash,West,26-35
1493,443.58,2,20.03,147.86,Toys,6.75,95.58,Debit Card,Central,36-45
1494,518.46,6,11.48,74.07,Automotive,16.22,94.84,PayPal,North,36-45
1495,654.21,1,19.66,327.11,Electronics,5.53,93.48,Credit Card,North,18-25
1496,700.61,1,14.1,350.3,Toys,5.76,93.02,Debit Card,Central,36-45
1497,706.15,7,20.0,88.27,Beauty,19.43,92.97,Cash,North,36-45
1498,620.84,3,21.96,155.21,Home Decor,9.91,93.82,Credit Card,Central,18-25
1499,602.41,3,10.5,150.6,Beauty,9.82,94.0,Gift Card,East,46-55
1500,559.25,1,10.3,279.63,Sports,5.06,94.43,Cash,East,26-35
1501,577.84,2,13.79,192.61,Automotive,7.42,94.24,PayPal,East,18-25
1502,444.88,1,6.93,222.44,Clothing,4.49,95.57,PayPal,East,26-35
1503,418.18,1,18.34,209.09,Clothing,4.36,95.83,PayPal,North,18-25
1504,499.66,2,19.49,166.55,Electronics,7.03,95.02,PayPal,Central,36-45
1505,482.98,3,12.22,120.75,Groceries,9.22,95.19,Debit Card,North,46-55
1506,454.68,2,14.38,151.56,Groceries,6.81,95.47,Gift Card,North,46-55
1507,569.64,7,16.63,71.2,Books,18.75,94.33,Debit Card,South,46-55
1508,595.53,4,7.32,119.11,Automotive,12.06,94.07,Gift Card,North,36-45
1509,508.84,4,18.8,101.77,Automotive,11.63,94.93,PayPal,South,36-45
1510,647.75,3,15.48,161.94,Health,10.04,93.55,Gift Card,North,46-55
1511,385.83,4,17.24,77.17,Toys,11.01,96.16,Cash,East,26-35
1512,480.63,4,19.03,96.13,Books,11.48,95.21,Gift Card,Central,56+
1513,428.32,7,18.16,53.54,Beauty,18.04,95.73,Debit Card,Central,36-45
1514,313.35,4,7.72,62.67,Electronics,10.65,96.88,PayPal,West,18-25
1515,491.73,4,20.09,98.35,Groceries,11.54,95.1,Cash,East,18-25
1516,487.83,1,16.98,243.91,Clothing,4.7,95.14,Cash,West,26-35
1517,651.34,1,18.87,325.67,Home Decor,5.52,93.51,Credit Card,Central,26-35
1518,563.08,1,10.71,281.54,Home Decor,5.08,94.39,Credit Card,West,46-55
1519,397.58,5,9.99,66.26,Electronics,13.34,96.04,Gift Card,South,56+
1520,685.41,6,20.87,97.92,Automotive,17.05,93.17,Gift Card,South,18-25
1521,622.1,3,13.03,155.53,Automotive,9.92,93.8,Debit Card,South,18-25
1522,558.21,6,16.36,79.74,Beauty,16.42,94.44,Cash,East,36-45
1523,477.35,7,15.93,59.67,Health,18.29,95.25,Cash,Central,18-25
1524,404.06,2,16.53,134.69,Home Decor,6.56,95.98,PayPal,North,56+
1525,462.78,3,7.25,115.69,Toys,9.12,95.39,PayPal,East,56+
1526,608.87,3,11.44,152.22,Home Decor,9.85,93.94,PayPal,South,26-35
1527,688.46,2,7.2,229.49,Beauty,7.97,93.14,Cash,East,26-35
1528,654.32,2,14.64,218.11,Clothing,7.8,93.48,Cash,Central,26-35
1529,451.12,1,22.24,225.56,Clothing,4.52,95.51,PayPal,East,26-35
1530,388.04,2,13.01,129.35,Home Decor,6.48,96.13,Debit Card,South,46-55
1531,514.09,4,20.08,102.82,Toys,11.65,94.88,Debit Card,East,18-25
1532,323.16,1,11.17,161.58,Automotive,3.88,96.78,PayPal,North,26-35
1533,532.32,5,21.41,88.72,Health,14.01,94.7,Debit Card,East,26-35
1534,485.24,3,13.55,121.31,Toys,9.23,95.17,Gift Card,East,36-45
1535,453.4,3,12.39,113.35,Electronics,9.08,95.48,PayPal,East,26-35
1536,340.53,3,18.55,85.13,Groceries,8.51,96.61,Gift Card,South,18-25
1537,551.36,4,15.23,110.27,Home Decor,11.84,94.51,Debit Card,East,36-45
1538,446.73,0,12.07,446.73,Books,2.22,95.55,PayPal,South,36-45
1539,383.01,4,7.05,76.6,Toys,11.0,96.19,Cash,West,46-55
1540,212.77,6,9.0,30.4,Toys,14.7,97.88,Debit Card,South,26-35
1541,497.25,4,19.9,99.45,Books,11.57,95.05,Cash,North,36-45
1542,677.23,1,22.57,338.61,Electronics,5.65,93.25,Gift Card,West,26-35
1543,666.13,3,9.04,166.53,Sports,10.14,93.37,PayPal,East,26-35
1544,454.29,0,16.25,454.29,Sports,2.26,95.48,Credit Card,North,36-45
1545,439.78,5,6.62,73.3,Home Decor,13.55,95.62,Cash,Central,36-45
1546,546.88,3,11.24,136.72,Clothing,9.54,94.55,Debit Card,East,18-25
1547,400.16,2,14.08,133.39,Sports,6.54,96.01,PayPal,Central,46-55
1548,530.18,4,19.25,106.04,Home Decor,11.73,94.72,PayPal,West,46-55
1549,576.61,4,6.79,115.32,Groceries,11.96,94.26,Debit Card,Central,36-45
1550,622.69,6,20.06,88.96,Clothing,16.74,93.8,Credit Card,North,36-45
1551,489.98,3,9.65,122.5,Electronics,9.26,95.12,Gift Card,West,36-45
1552,479.63,2,19.67,159.88,Health,6.93,95.22,Gift Card,East,18-25
1553,412.2,0,17.26,412.2,Beauty,2.05,95.89,Debit Card,North,26-35
1554,417.31,3,12.11,104.33,Electronics,8.9,95.84,Credit Card,Central,26-35
1555,477.35,3,19.03,119.34,Automotive,9.2,95.25,Gift Card,East,18-25
1556,536.74,4,10.25,107.35,Books,11.76,94.65,Credit Card,East,26-35
1557,591.36,3,9.96,147.84,Automotive,9.76,94.11,Gift Card,North,56+
1558,419.68,4,7.11,83.94,Toys,11.18,95.82,Gift Card,North,26-35
1559,649.27,1,13.08,324.63,Groceries,5.51,93.53,Credit Card,North,36-45
1560,472.89,0,7.76,472.89,Books,2.36,95.29,Credit Card,Central,46-55
1561,497.86,3,13.55,124.47,Home Decor,9.3,95.04,Cash,North,56+
1562,425.28,2,6.18,141.76,Health,6.66,95.76,Debit Card,West,46-55
1563,257.58,3,8.79,64.39,Electronics,8.1,97.43,Debit Card,East,46-55
1564,588.4,2,22.78,196.13,Home Decor,7.48,94.14,Credit Card,North,18-25
1565,573.68,3,20.32,143.42,Toys,9.68,94.29,Gift Card,East,36-45
1566,471.87,3,10.25,117.97,Toys,9.17,95.3,PayPal,East,26-35
1567,506.7,0,18.93,506.7,Groceries,2.52,94.95,PayPal,North,46-55
1568,551.59,1,18.03,275.8,Toys,5.02,94.51,PayPal,Central,56+
1569,343.75,2,9.18,114.58,Electronics,6.26,96.58,Credit Card,South,26-35
1570,447.09,4,12.68,89.42,Beauty,11.32,95.55,Gift Card,East,56+
1571,579.43,3,22.45,144.86,Clothing,9.7,94.23,Cash,Central,46-55
1572,374.57,0,19.3,374.57,Groceries,1.87,96.27,Cash,North,46-55
1573,529.36,5,19.69,88.23,Electronics,14.0,94.73,Debit Card,East,36-45
1574,364.34,3,16.15,91.09,Electronics,8.63,96.37,Debit Card,West,26-35
1575,546.64,2,17.98,182.21,Home Decor,7.27,94.56,Credit Card,North,36-45
1576,496.44,2,15.16,165.48,Sports,7.02,95.06,Debit Card,Central,18-25
1577,338.49,2,19.34,112.83,Books,6.23,96.63,Credit Card,East,26-35
1578,616.47,1,19.19,308.24,Automotive,5.34,93.86,Debit Card,East,46-55
1579,426.54,0,6.56,426.54,Groceries,2.12,95.75,Debit Card,East,18-25
1580,418.97,5,17.37,69.83,Beauty,13.45,95.83,PayPal,West,36-45
1581,520.06,5,17.34,86.68,Home Decor,13.95,94.82,Credit Card,West,46-55
1582,614.86,0,7.21,614.86,Automotive,3.06,93.88,Credit Card,South,56+
1583,398.42,1,13.39,199.21,Toys,4.26,96.03,Credit Card,West,18-25
1584,506.17,2,22.18,168.72,Clothing,7.07,94.96,Debit Card,North,56+
1585,542.88,2,23.16,180.96,Sports,7.25,94.59,Credit Card,South,46-55
1586,569.31,4,20.08,113.86,Automotive,11.93,94.33,Credit Card,South,56+
1587,517.64,2,8.73,172.55,Clothing,7.12,94.84,Gift Card,West,46-55
1588,463.3,5,12.74,77.22,Sports,13.67,95.39,Debit Card,North,26-35
1589,417.24,3,9.29,104.31,Beauty,8.9,95.84,Debit Card,East,56+
1590,508.61,2,17.74,169.54,Home Decor,7.08,94.93,PayPal,Central,18-25
1591,392.79,4,19.92,78.56,Home Decor,11.05,96.09,Debit Card,North,56+
1592,207.86,4,21.91,41.57,Automotive,10.13,97.93,Gift Card,East,46-55
1593,543.66,2,21.49,181.22,Electronics,7.25,94.58,PayPal,East,36-45
1594,590.39,0,7.79,590.39,Books,2.94,94.12,Credit Card,East,26-35
1595,263.71,5,8.26,43.95,Books,12.68,97.37,Gift Card,West,26-35
1596,399.03,2,22.37,133.01,Toys,6.53,96.03,Cash,North,56+
1597,561.92,3,21.19,140.48,Books,9.62,94.4,Debit Card,West,46-55
1598,705.75,0,14.29,705.75,Beauty,3.51,92.97,Credit Card,North,56+
1599,502.08,5,13.74,83.68,Beauty,13.86,95.0,Credit Card,South,56+
1600,427.2,3,15.95,106.8,Groceries,8.95,95.74,Cash,East,56+
1601,481.71,3,16.74,120.43,Beauty,9.22,95.2,Debit Card,East,26-35
1602,637.49,1,10.58,318.74,Clothing,5.45,93.65,Cash,South,26-35
1603,435.4,6,13.27,62.2,Home Decor,15.8,95.66,Credit Card,South,36-45
1604,420.08,2,17.15,140.03,Clothing,6.64,95.82,Credit Card,West,18-25
1605,451.73,4,9.71,90.35,Automotive,11.34,95.5,Debit Card,East,36-45
1606,404.67,3,23.98,101.17,Toys,8.83,95.97,Cash,West,46-55
1607,512.27,1,11.09,256.13,Sports,4.82,94.9,PayPal,North,26-35
1608,662.47,3,15.94,165.62,Books,10.12,93.4,Debit Card,West,36-45
1609,532.31,3,15.97,133.08,Home Decor,9.47,94.7,Credit Card,South,56+
1610,474.76,1,14.13,237.38,Beauty,4.64,95.27,Gift Card,Central,36-45
1611,470.82,5,10.35,78.47,Sports,13.71,95.31,Cash,North,46-55
1612,343.68,2,16.18,114.56,Health,6.26,96.58,PayPal,North,36-45
1613,588.31,8,7.64,65.37,Groceries,21.11,94.14,Credit Card,South,56+
1614,492.22,5,12.96,82.04,Beauty,13.81,95.1,PayPal,Central,36-45
1615,481.95,3,10.04,120.49,Clothing,9.22,95.2,Cash,North,46-55
1616,819.31,2,8.24,273.1,Health,8.63,91.84,Cash,North,36-45
1617,529.88,0,22.66,529.88,Sports,2.64,94.72,PayPal,East,36-45
1618,424.82,2,18.6,141.61,Books,6.66,95.77,Credit Card,North,26-35
1619,457.36,6,9.04,65.34,Health,15.91,95.44,Gift Card,Central,36-45
1620,614.84,4,23.09,122.97,Home Decor,12.15,93.88,Credit Card,South,18-25
1621,511.33,3,9.89,127.83,Books,9.36,94.91,Debit Card,West,18-25
1622,356.17,4,10.24,71.23,Beauty,10.86,96.45,Credit Card,West,36-45
1623,591.92,2,8.4,197.31,Health,7.49,94.1,PayPal,North,26-35
1624,433.19,2,19.1,144.4,Clothing,6.7,95.69,Debit Card,South,46-55
1625,687.33,2,16.28,229.11,Electronics,7.97,93.15,Gift Card,Central,26-35
1626,608.0,3,7.05,152.0,Home Decor,9.85,93.94,Credit Card,North,56+
1627,455.27,3,6.46,113.82,Automotive,9.09,95.47,Cash,West,18-25
1628,628.1,5,15.59,104.68,Books,14.49,93.74,PayPal,South,26-35
1629,506.79,5,17.73,84.46,Groceries,13.89,94.95,Credit Card,East,36-45
1630,585.28,2,20.81,195.09,Electronics,7.46,94.17,Cash,Central,26-35
1631,548.47,0,14.61,548.47,Groceries,2.73,94.54,Debit Card,West,46-55
1632,415.36,1,18.18,207.68,Health,4.34,95.86,Cash,South,36-45
1633,435.65,3,19.21,108.91,Clothing,8.99,95.66,Credit Card,South,18-25
1634,603.0,2,17.03,201.0,Toys,7.55,93.99,Credit Card,North,56+
1635,466.52,5,12.34,77.75,Sports,13.69,95.35,Debit Card,West,36-45
1636,459.64,2,8.37,153.21,Books,6.83,95.42,Cash,East,18-25
1637,404.49,2,17.66,134.83,Beauty,6.56,95.97,Debit Card,Central,26-35
1638,542.36,5,19.84,90.39,Clothing,14.06,94.6,PayPal,South,36-45
1639,706.25,7,9.42,88.28,Electronics,19.43,92.97,Gift Card,West,46-55
1640,393.25,4,14.91,78.65,Beauty,11.05,96.08,Gift Card,West,56+
1641,502.42,5,13.15,83.74,Books,13.87,95.0,Debit Card,West,26-35
1642,641.22,3,9.7,160.31,Groceries,10.01,93.61,Gift Card,West,36-45
1643,492.04,5,10.42,82.01,Groceries,13.81,95.1,Gift Card,South,46-55
1644,545.24,2,10.28,181.75,Beauty,7.26,94.57,Cash,West,46-55
1645,393.76,6,13.54,56.25,Home Decor,15.6,96.08,Debit Card,East,36-45
1646,542.83,2,13.03,180.94,Clothing,7.25,94.59,Cash,Central,26-35
1647,481.29,1,15.98,240.64,Electronics,4.67,95.21,PayPal,West,56+
1648,598.57,1,7.68,299.29,Sports,5.25,94.04,Debit Card,Central,36-45
1649,618.74,8,16.46,68.75,Automotive,21.26,93.84,Debit Card,East,18-25
1650,758.96,5,6.39,126.49,Groceries,15.14,92.44,Credit Card,South,26-35
1651,557.96,4,10.63,111.59,Sports,11.87,94.44,Debit Card,South,36-45
1652,532.58,1,15.04,266.29,Sports,4.93,94.7,Credit Card,West,26-35
1653,519.44,6,18.36,74.21,Electronics,16.22,94.83,PayPal,Central,56+
1654,464.68,1,19.88,232.34,Automotive,4.59,95.37,Debit Card,South,36-45
1655,533.85,5,6.64,88.97,Automotive,14.02,94.68,Debit Card,East,26-35
1656,470.46,2,15.67,156.82,Books,6.89,95.31,PayPal,East,26-35
1657,516.85,6,12.38,73.84,Groceries,16.21,94.85,Gift Card,Central,36-45
1658,631.76,3,18.51,157.94,Books,9.96,93.71,PayPal,North,46-55
1659,399.35,6,11.11,57.05,Toys,15.63,96.02,Cash,West,46-55
1660,613.99,3,19.39,153.5,Groceries,9.88,93.88,Gift Card,North,46-55
1661,631.71,6,16.84,90.24,Groceries,16.78,93.71,Gift Card,East,18-25
1662,488.19,5,20.21,81.37,Toys,13.79,95.14,PayPal,North,26-35
1663,287.81,1,23.72,143.91,Books,3.71,97.13,PayPal,Central,56+
1664,439.22,3,22.35,109.8,Groceries,9.01,95.63,Gift Card,South,26-35
1665,629.7,3,16.68,157.42,Toys,9.95,93.73,Cash,West,36-45
1666,497.71,2,22.09,165.9,Groceries,7.02,95.04,PayPal,West,26-35
1667,400.07,4,8.76,80.01,Books,11.08,96.02,PayPal,North,46-55
1668,449.52,2,6.77,149.84,Toys,6.78,95.52,Gift Card,South,26-35
1669,584.06,4,15.6,116.81,Groceries,12.0,94.18,PayPal,North,56+
1670,554.67,4,23.54,110.93,Books,11.85,94.48,PayPal,Central,46-55
1671,476.11,0,18.78,476.11,Beauty,2.37,95.26,PayPal,West,18-25
1672,463.32,4,11.49,92.66,Clothing,11.4,95.39,Debit Card,East,46-55
1673,460.82,2,18.04,153.61,Sports,6.84,95.41,Gift Card,West,46-55
1674,407.76,3,6.72,101.94,Health,8.85,95.94,Debit Card,East,26-35
1675,661.54,3,14.47,165.38,Groceries,10.11,93.41,Debit Card,West,36-45
1676,467.77,2,10.27,155.92,Books,6.88,95.34,Debit Card,North,26-35
1677,621.72,0,6.89,621.72,Sports,3.1,93.81,Debit Card,West,56+
1678,652.13,1,10.5,326.07,Automotive,5.52,93.5,Credit Card,Central,56+
1679,599.83,5,19.0,99.97,Groceries,14.35,94.03,Debit Card,South,56+
1680,456.84,4,15.92,91.37,Groceries,11.37,95.45,PayPal,West,18-25
1681,540.37,2,6.42,180.12,Books,7.24,94.62,Gift Card,North,36-45
1682,497.58,1,13.38,248.79,Automotive,4.75,95.04,Cash,East,26-35
1683,409.63,1,19.54,204.81,Clothing,4.31,95.92,Gift Card,West,18-25
