AnnualSpending,FrequencyOfPurchases,TimeSinceLastPurchase,AverageOrderValue,PreferredCategory,LoyaltyScore,DiscountSensitivity,PreferredPaymentMethod,CustomerRegion,AgeGroup,Cluster,DBSCAN_Cluster,Hierarchical_Cluster,KMeans_Cluster
-0.7874867031150942,-0.5431934002438649,0.22544372222721748,-0.5005786740415045,3,-0.8961205035334691,0.7874191426321182,0,3,0,0,0,0,2
-0.8936991645639827,-1.0342600731579046,0.09994002438261766,-0.49510458272167623,0,-1.254743791713853,0.8935714951946963,2,4,4,0,0,0,2
-0.881351356316674,-0.2976600637868451,0.6210186685981709,-0.597908338769124,7,-0.8267293535944563,0.8812281983850937,0,4,3,0,0,0,2
-0.850209306907016,-1.5253267460719442,1.8109208165172233,0.11865182030175764,3,-1.5016043428243229,0.8503699563610885,0,2,4,0,0,0,0
-0.9078501708294847,-1.0342600731579046,0.18413870774671637,-0.5135816475578118,3,-1.2651831682533505,0.9079720081392318,1,4,1,0,0,0,2
-0.8748024689687818,-1.0342600731579046,1.1516292392323013,-0.4704310391481398,4,-1.2406199293368858,0.8746451067533061,1,1,3,0,0,0,0
-0.845574268364797,-0.5431934002438649,1.0817284454960683,-0.5460890813485804,4,-0.9397202526101938,0.845432637637248,4,2,3,0,0,0,0
-0.8722288136155425,-1.2797934096149244,1.825218706145089,-0.3421992460021353,8,-1.3781740672690879,0.8721764473913856,0,4,3,0,0,0,0
-0.8624136789483323,-0.7887267367008847,0.6130753965826898,-0.5198904976712795,6,-1.0920123338922747,0.8623018099437041,3,4,2,0,0,0,2
-0.8802776338603863,0.1934066091271945,0.12535849483215686,-0.6271088434927823,7,-0.5467084299467591,0.8804053119311204,4,0,4,0,0,0,2
-0.9206528767586557,-1.2797934096149244,2.0365097417568836,-0.4370406874025603,3,-1.4144048446708735,0.9207267481758208,2,4,1,0,0,0,0
-0.84540624309492,-0.7887267367008847,1.8681123750286863,-0.5032434809596613,5,-1.0791166334611308,0.845432637637248,2,3,3,0,0,0,0
-0.7866670676522791,-0.7887267367008847,1.2644237018521314,-0.44572538946715573,9,-1.035516884384406,0.7865962561781443,4,1,3,0,0,0,0
-0.857831916711196,-0.7887267367008847,-0.24638663549235357,-0.5154116956823293,8,-1.0883278480548049,0.85777593444685,1,0,1,0,0,0,2
-0.8493527878483744,-1.2797934096149244,-0.4672095975227251,-0.29741122611263204,0,-1.3609798000275628,0.8495470699071151,2,1,2,0,0,0,2
-0.8301979070823866,-1.2797934096149244,0.0093867234061343,-0.25987918650630276,1,-1.3468559376505955,0.8302092382387385,0,3,1,0,0,0,2
-0.9106041459845432,-1.0342600731579046,0.04910308348353926,-0.5171775315919511,5,-1.2676394921449972,0.9104406675011524,3,1,0,0,0,0,2
-0.7888145125648545,0.1934066091271945,-0.12406024645394635,-0.582320823603279,0,-0.4785454419535697,0.7886534723130778,1,4,4,0,0,0,2
-0.8502953686306116,-0.2976600637868451,0.23656430304889092,-0.5776172788621949,7,-0.8040083575967265,0.8503699563610885,0,3,4,0,0,0,2
-0.7917078257485917,-0.2976600637868451,0.45262130186997385,-0.5393789048920168,7,-0.7597945275470901,0.7915335749019853,0,4,4,0,0,0,2
-0.8886256210491577,-1.0342600731579046,1.6441121041921225,-0.4884907245874556,0,-1.2510593058763833,0.8886341764708553,4,0,2,0,0,0,0
-0.7840770195897835,0.43893994558421434,1.5154310975413305,-0.5951953726897956,0,-0.33546457526516316,0.7841275968162238,1,4,3,0,0,0,0
-0.8268169107982745,-0.2976600637868451,-0.21461354743042957,-0.562302665609655,3,-0.7862000093822896,0.8269176924228447,1,4,3,0,0,0,2
-0.8359230607901497,-0.5431934002438649,2.2811625198336984,-0.5385280930446534,5,-0.9323512809352544,0.8359694434165529,4,4,0,0,0,0,0
-0.8489962464220497,-0.7887267367008847,1.6377574865797377,-0.5067590997251814,8,-1.0821870383256886,0.8491356266801288,4,0,1,0,0,0,0
-0.8687699519624629,-0.2976600637868451,-0.046216180702232594,-0.5896891752625198,7,-0.8175181390007821,0.8688849015754917,2,1,0,0,0,0,2
-0.8093873626815123,-1.0342600731579046,-0.15742198891896636,-0.38502879333733064,3,-1.1921075324768682,0.8092256336624147,4,0,0,0,0,0,2
-0.8528321403880242,-0.5431934002438649,-0.26227317952331547,-0.5517718623668184,0,-0.9452469813663983,0.8528386157230089,4,1,2,0,0,0,2
-0.9392012272821605,-1.5253267460719442,1.5789772736651788,-0.22994024131134796,2,-1.5679250878987774,0.9392416933902241,2,0,3,0,0,0,0
-0.9043708182898349,-1.0342600731579046,0.16189754610336948,-0.5090386333539662,1,-1.2627268443617041,0.904269019096351,0,0,0,0,0,0,2
-0.8662003947865378,-0.7887267367008847,-0.30516684840691294,-0.5236148061352095,5,-1.094468657783921,0.8660047989865848,0,0,3,0,0,0,2
-0.8458816316633526,0.1934066091271945,0.6925081167374998,-0.610269190136478,4,-0.5215311100573828,0.8458440808642343,1,0,4,0,0,0,2
-0.8609055496967525,-0.2976600637868451,1.5138424431382347,-0.5845521980708922,4,-0.8113773292716658,0.8610674802627438,4,2,0,0,0,0,0
-0.8086291998784084,-0.2976600637868451,0.357302037684202,-0.5504234058540162,4,-0.772690227978234,0.8088141904354283,3,4,1,0,0,0,2
-0.9385455189119085,-0.7887267367008847,0.8672601010780815,-0.5944569322184992,4,-1.1485077834001434,0.9384188069362501,4,1,3,0,0,0,0
-0.8527009987139738,-1.2797934096149244,0.03798250266186611,-0.3039608720319572,0,-1.3640502048921208,0.8528386157230089,4,4,1,0,0,0,2
-0.9330908449068743,-1.0342600731579046,0.7131606239777505,-0.5465385668528477,1,-1.2842196784136106,0.9330700449854228,4,0,1,0,0,0,2
-0.8274521282819561,-1.0342600731579046,0.5129901691876295,-0.40861072925764613,1,-1.2056173138809236,0.8273291356498317,0,4,2,0,0,0,2
-0.862458758898787,-0.2976600637868451,0.7274585136056162,-0.5855635404554939,7,-0.812605491217489,0.8623018099437041,3,3,2,0,0,0,2
-0.8413900293271261,-1.2797934096149244,0.8180118145820996,-0.2818076578930631,6,-1.3554530712713582,0.8413182053673802,0,0,4,0,0,0,0
-0.8939901351532821,-0.7887267367008847,-0.2495639442985459,-0.5508247321971121,1,-1.115347410862916,0.8939829384216826,4,4,1,0,0,0,2
-0.8061498026033929,-1.0342600731579046,-0.24638663549235357,-0.38079078715423786,4,-1.1896512085852216,0.8063455310735078,0,3,3,0,0,0,2
-0.8158952682562638,-1.0342600731579046,0.23179833983960213,-0.3935208587572401,1,-1.197020180260161,0.815808725294203,1,1,1,0,0,0,2
-0.8346731167093567,-0.7887267367008847,-0.18284045936850557,-0.4927287307705484,9,-1.0711335808132796,0.8347351137355926,4,4,0,0,0,0,2
-0.8638931209587133,-0.2976600637868451,0.20955717819625555,-0.5865106706252001,1,-0.8138336531633124,0.8639475828516513,4,0,1,0,0,0,2
-0.8348206510926635,-0.7887267367008847,-0.44337978147628204,-0.492873208254063,0,-1.0711335808132796,0.8347351137355926,2,4,1,0,0,0,2
-0.887555996770184,-1.2797934096149244,0.48916035314118644,-0.3722184564657093,4,-1.3898416057544087,0.887399846789895,4,1,2,0,0,0,2
-0.8235219762377579,-0.7887267367008847,0.09676271557642532,-0.4818126542383398,0,-1.0631505281654288,0.8236261466069509,1,3,2,0,0,0,2
-0.7909865465413144,-1.2797934096149244,2.0380983961599797,-0.1830974305451936,8,-1.3179941319237496,0.7911221316749983,0,4,4,0,0,0,0
-0.8147108950124962,-0.7887267367008847,1.9411904775711117,-0.4731761113349159,9,-1.056395637463401,0.8145743956132427,4,2,2,0,0,0,0
-0.888486283020479,-1.0342600731579046,0.34618145686252855,-0.4882980879427696,9,-1.2510593058763833,0.8886341764708553,4,0,0,0,0,0,2
-0.843775168523918,-0.2976600637868451,0.8466075938378311,-0.5733632196253783,3,-0.7990957098134336,0.8437868647293008,0,2,3,0,0,0,2
-0.9115795121852932,-0.5431934002438649,2.2192049981129465,-0.5977959673930572,4,-0.9888467304431232,0.9116749971821126,0,2,1,0,0,0,0
-0.8351280143912191,-0.2976600637868451,0.9848205269072002,-0.5677285977683117,4,-0.7923408191114057,0.8351465569625796,3,2,1,0,0,0,0
-0.8401195943597628,-1.2797934096149244,1.91259469831538,-0.27931943456586855,2,-1.3542249093255347,0.84008387568642,0,0,2,0,0,0,0
-0.9352137007555652,-1.2797934096149244,1.8490485221915325,-0.46556696386981744,3,-1.4254583021832825,0.9351272611203564,2,1,2,0,0,0,0
-0.9061986053719123,-1.2797934096149244,2.1778999836324457,-0.40873915368743685,8,-1.4039654681313758,0.9063262352312852,2,0,0,0,0,0,0
-0.8701879213131329,-1.0342600731579046,0.3604793464903943,-0.4644111440017012,0,-1.2375495244723278,0.870119231256452,0,0,0,0,0,0,2
-0.8709173968750384,-1.0342600731579046,-0.38936553177101135,-0.46535827417140757,0,-1.2375495244723278,0.8709421177104253,4,3,2,0,0,0,2
-0.9081534359507262,-1.2797934096149244,-0.21620220183352573,-0.41255978047370995,0,-1.405193630077199,0.9079720081392318,2,2,0,0,0,0,2
-0.8426440715852331,-1.2797934096149244,1.1198561511703773,-0.2842637751128101,9,-1.3560671522442698,0.8425525350483405,0,3,3,0,0,0,0
-0.8482790653920866,-0.5431934002438649,1.0038843797443548,-0.5482080844401268,9,-0.9415624955289286,0.8483127402261549,4,3,4,0,0,0,0
-0.8665487398582341,-0.05212672732982529,0.3398268392501436,-0.6066090938874433,3,-0.6762795152311102,0.8664162422135712,4,1,4,0,0,0,2
-0.8895600054767667,-0.7887267367008847,0.19843659737458214,-0.5464743546379525,2,-1.112277005998358,0.8894570629248285,2,0,3,0,0,0,2
-0.8156083958442787,-1.2797934096149244,1.5154310975413305,-0.23130475087787408,7,-1.3358024801381865,0.815808725294203,2,4,0,0,0,0,0
-0.790744754079784,-0.05212672732982529,0.4605645738854549,-0.5641808728953439,8,-0.6197840657232415,0.7907106884480121,4,0,4,0,0,0,2
-0.878404766827854,-1.0342600731579046,1.213586760953053,-0.47513458388922386,7,-1.243690334201444,0.8783480957961868,3,4,0,0,0,0,0
-0.8836750228537548,-0.7887267367008847,1.5233743695568116,-0.5407113083510953,8,-1.1079784391879768,0.8836968577470142,1,2,4,0,0,0,0
-0.8384557343702482,0.1934066091271945,0.717926587187039,-0.6066251469411671,6,-0.5160043813011783,0.8384381027784734,3,3,2,0,0,0,2
-0.8732574561213754,-0.7887267367008847,0.039571157064962274,-0.5305176192364591,9,-1.0999953865401255,0.8734107770723458,4,1,1,0,0,0,2
-0.8642988405128068,-0.2976600637868451,1.9475450951834963,-0.5867675194847816,9,-0.814447734136224,0.8643590260786376,0,0,0,0,0,0,0
-0.8282717637447712,-0.5431934002438649,-0.24638663549235357,-0.5325403040056624,9,-0.9268245521790498,0.8281520221038049,1,0,3,0,0,0,2
-0.9368365789719391,-0.5431934002438649,1.8585804486101094,-0.6175893826345473,4,-1.007883240603383,0.9367730340283036,1,2,2,0,0,0,0
-0.8045597098055317,-0.5431934002438649,1.8792329558503598,-0.5139508677934601,4,-0.9090162039646129,0.8046997581655606,0,2,1,0,0,0,0
-0.8556066064296532,-0.05212672732982529,1.1198561511703773,-0.6004768273649378,5,-0.6682964625832593,0.8557187183119164,4,0,1,0,0,0,0
-0.8754499809844056,-0.7887267367008847,1.2866648634954778,-0.5326687284354532,1,-1.1018376294588605,0.87546799320728,1,1,0,0,0,0,0
-0.8622415555011411,-0.7887267367008847,0.5098128603814369,-0.5197299671340412,9,-1.0920123338922747,0.8623018099437041,1,0,0,0,0,0,2
-0.8601268960070783,-0.5431934002438649,1.8935308454782256,-0.5574867494925041,6,-0.9507737101226028,0.8602445938087705,4,1,4,0,0,0,0
-0.9295336269982569,0.1934066091271945,0.2413302662581794,-0.6512205301859844,4,-0.5835532883214561,0.929367055942542,4,4,2,0,0,0,2
-0.7973223286688748,-1.0342600731579046,1.088083063108453,-0.36926469458052336,2,-1.182896317883194,0.7972937800797997,2,2,0,0,0,0,0
-0.8568934341062728,-1.2797934096149244,-0.5085146120032262,-0.3121639824848376,3,-1.3671206097566788,0.8569530479928766,1,4,0,0,0,0,2
-0.8404310558356324,-1.0342600731579046,2.174722674826253,-0.4255627539900173,9,-1.214828528474598,0.8404953189134069,0,1,0,0,0,0,0
-0.8195918241935597,-0.7887267367008847,2.198552490872696,-0.4779599213446191,7,-1.0600801233008705,0.8195117143370831,0,0,2,0,0,0,0
-0.9004365680683225,-1.0342600731579046,1.518608406347523,-0.5039016561623385,9,-1.259656439497146,0.9005660300534709,0,4,2,0,0,0,0
-0.8391811117548396,-0.7887267367008847,0.6972740799467882,-0.4971433205446034,9,-1.0748180666507494,0.8392609892324466,0,1,4,0,0,0,2
-0.8695527038294514,-0.5431934002438649,-0.003322511818635017,-0.5648711542054689,5,-0.9575286008246306,0.8697077880294656,3,0,3,0,0,0,2
-0.8238826158413967,-1.5253267460719442,0.894267225930717,0.22177663742368195,5,-1.4819537516911512,0.8240375898339378,1,0,0,0,0,0,0
-0.945762409161995,-0.2976600637868451,1.750551949199568,-0.6399512864718513,3,-0.875241750454474,0.9458247850220117,1,3,1,0,0,0,0
-0.8626472750552344,-1.5253267460719442,1.2167640697592454,0.0699308022499143,2,-1.5108155574179971,0.862713253170691,1,2,0,0,0,0,0
-0.8832897941862315,-0.2976600637868451,0.9943524533257775,-0.5991604769595832,9,-0.8285715965131911,0.8832854145200278,1,1,1,0,0,0,0
-0.8408695608082385,-0.5431934002438649,1.9157720071215725,-0.5423968789920981,6,-0.936035766772724,0.8409067621403938,4,4,2,0,0,0,0
-0.8393245479608322,-0.5431934002438649,0.38272050813374114,-0.5411928999628103,2,-0.9348076048269008,0.8392609892324466,2,1,0,0,0,0,2
-0.8875846840113826,-0.5431934002438649,1.9459564407804004,-0.5789978414824448,2,-0.9710383822286862,0.887399846789895,3,1,1,0,0,0,0
-0.8877732001678301,-1.0342600731579046,0.7433450576365782,-0.48736701082678713,1,-1.2504452249034717,0.887811290016882,0,0,2,0,0,0,2
-0.8631226636236673,-1.2797934096149244,-0.50692595760013,-0.3243643033149532,6,-1.3714191765670602,0.8631246963976774,3,3,1,0,0,0,2
-0.8953302391349847,-1.0342600731579046,1.5789772736651788,-0.4972396388669465,1,-1.2559719536596763,0.8952172681026429,4,2,4,0,0,0,0
-0.8240793283524721,-0.2976600637868451,1.996793381679479,-0.5605047235925854,2,-0.7843577664635548,0.8240375898339378,0,1,1,0,0,0,0
-0.8737164519805518,-1.0342600731579046,0.8720260642873703,-0.4690183704204422,8,-1.2400058483639742,0.8738222202993328,4,0,4,0,0,0,0
-0.9777199958571539,-1.2797934096149244,0.7878273809232716,-0.5488181004816326,6,-1.4567764318017749,0.9779173567269772,1,1,3,0,0,0,0
-0.8739459499101401,-0.2976600637868451,1.790268309276973,-0.5930603165445254,7,-0.8212026248382518,0.8738222202993328,2,4,0,0,0,0,0
-0.9011455527436575,-0.7887267367008847,2.0174458889197293,-0.5578238636207047,4,-1.1208741396191206,0.9009774732804573,2,4,2,0,0,0,0
-0.9254395478614957,-1.2797934096149244,2.273219247818217,-0.44641567077728067,9,-1.418089330508343,0.9252526236726749,3,1,2,0,0,0,0
-0.9092968274213532,-1.5253267460719442,0.4748624635133207,-0.11280110828851443,3,-1.5458181728739593,0.9092063378201921,1,1,4,0,0,0,2
-0.8541025753553876,-0.2976600637868451,1.1865796361004175,-0.5801055021893896,6,-0.8064646814883729,0.8540729454039692,4,3,1,0,0,0,0
-0.8041375975421818,-0.7887267367008847,1.839516595772955,-0.4628218916830414,6,-1.0484125848155499,0.8042883149385742,3,1,1,0,0,0,0
-0.8457504899893021,-0.7887267367008847,1.0070616885505472,-0.5035805950878618,2,-1.0797307144340422,0.8458440808642343,1,0,3,0,0,0,0
-0.8834414267468524,-1.0342600731579046,0.8068912337604262,-0.4817163359159968,5,-1.2473748200389136,0.8832854145200278,1,1,0,0,0,0,2
-0.8399023909621167,-1.0342600731579046,1.1214448055734731,-0.4248724726798923,8,-1.214828528474598,0.84008387568642,3,3,3,0,0,0,0
-0.8774007133859054,-0.7887267367008847,0.5066355515752445,-0.5345790418285897,2,-1.103065791404684,0.8775252093422136,1,2,2,0,0,0,2
-0.8870519209605527,-1.0342600731579046,0.03639384825876994,-0.4864359337108046,3,-1.24983114393056,0.8869884035629081,3,3,2,0,0,0,2
-0.9058953402506709,-0.2976600637868451,-0.32264204684097103,-0.6139292863855126,3,-0.8451517827818048,0.9059147920042983,2,1,2,0,0,0,2
-0.9303778515249563,-0.7887267367008847,1.231061959387111,-0.5864625114640287,6,-1.1423669736710274,0.9301899423965159,2,1,1,0,0,0,0
-0.8745647746845653,-0.5431934002438649,0.5701817276990926,-0.5688041523678088,0,-0.9612130866621003,0.8746451067533061,2,2,4,0,0,0,2
-0.8521067630034329,-0.7887267367008847,2.0110912713073446,-0.5098091799327104,4,-1.0840292812444237,0.8520157292690357,0,2,3,0,0,0,0
-0.8625448206223826,-0.2976600637868451,0.1237698404290607,-0.5856277526703891,4,-0.812605491217489,0.862713253170691,2,2,4,0,0,0,2
-0.875634398963539,-1.2797934096149244,0.3747772361182601,-0.34887731635125124,6,-1.3806303911607345,0.87546799320728,2,2,1,0,0,0,2
-0.8973424441961958,-0.7887267367008847,2.2620986669965437,-0.5540995551567747,1,-1.1178037347545626,0.8972744842375765,1,1,0,0,0,0,0
-0.8336608669127801,-0.5431934002438649,1.07696248228678,-0.5367622571350316,1,-0.9311231189894311,0.8335007840546323,3,4,1,0,0,0,0
-0.9125630747406712,-1.0342600731579046,0.478039772319513,-0.519746020187765,5,-1.2688676540908204,0.912497883636086,4,0,3,0,0,0,2
-0.8267841253797619,-1.2797934096149244,1.9491337495865928,-0.2532011161571868,0,-1.3443996137589491,0.8269176924228447,2,2,3,0,0,0,0
-0.8996579143786484,-1.2797934096149244,1.6123390161301985,-0.3959288168158155,5,-1.399052820348083,0.899743143599497,1,4,1,0,0,0,0
-0.8894206674480881,-0.7887267367008847,1.126210768782762,-0.5463459302081618,6,-1.112277005998358,0.8894570629248285,4,4,0,0,0,0,0
-0.9186980461798419,-0.7887267367008847,2.0285664697414028,-0.5750166841589335,0,-1.1337698400502647,0.9186695320408872,2,1,0,0,0,0,0
-0.8791342423897592,-1.2797934096149244,-0.24479798108925727,-0.35573197029132936,2,-1.3837007960252927,0.8791709822501601,4,0,3,0,0,0,2
-0.8186164579928099,-0.05212672732982529,0.614664050985786,-0.5797844411149128,1,-0.6406628188022365,0.8186888278831098,2,3,2,0,0,0,2
-0.8374557791056139,-1.0342600731579046,1.8045661989048387,-0.4216779149888489,4,-1.212986285555863,0.8376152163245001,3,0,4,0,0,0,0
-0.8184894144960735,-1.2797934096149244,0.590834234939343,-0.23695542578866444,8,-1.3382588040298329,0.8186888278831098,4,0,3,0,0,0,2
-0.837189397580199,-0.05212672732982529,2.136594969151944,-0.5901707668742349,2,-0.654172600206292,0.8372037730975131,0,3,2,0,0,0,0
-0.9038175643524345,-0.7887267367008847,-0.07640061436106028,-0.5604405113776901,2,-1.1227163825378557,0.9038575758693647,3,4,3,0,0,0,2
-0.8721427518919469,-1.2797934096149244,0.44944399306378147,-0.34203871546489695,3,-1.3781740672690879,0.8721764473913856,4,0,1,0,0,0,2
-0.8905599607414011,-1.0342600731579046,0.7036286975591732,-0.49101105402209805,5,-1.2522874678222067,0.8906913926057888,4,3,2,0,0,0,2
-0.8040556339959004,-1.0342600731579046,1.4518849214174827,-0.37806176802118563,5,-1.187808965666487,0.8038768717115873,0,0,4,0,0,0,0
-0.9076329674318386,-0.5431934002438649,0.04592577467734693,-0.5947137810780806,9,-0.9857763255785649,0.9075605649122449,1,1,4,0,0,0,2
-0.8219605706810953,-0.7887267367008847,-0.4846847959567833,-0.48028761413457527,2,-1.0619223662196053,0.8219803736990037,0,1,1,0,0,0,2
-0.8219892579222938,-0.7887267367008847,2.279573865430602,-0.480319720242023,2,-1.0619223662196053,0.8219803736990037,1,2,0,0,0,0,0
-0.7836057291986649,-0.2976600637868451,2.0571622489971344,-0.5340813971631508,1,-0.7542677987908856,0.7837161535892374,3,4,0,0,0,0,0
-0.8753762137927524,-1.2797934096149244,0.34459280245943236,-0.3483636186320885,7,-1.3806303911607345,0.87546799320728,3,2,0,0,0,0,2
-0.8293946643288278,-0.7887267367008847,0.8688487554811777,-0.4875596474714732,2,-1.06744909497581,0.8293863517847652,4,2,3,0,0,0,0
-0.7650778695617305,-0.2976600637868451,0.8847352995121399,-0.521993447709102,6,-0.7401439364139184,0.7652012083748341,4,0,1,0,0,0,2
-0.8838963244287148,-0.7887267367008847,1.9729635656330355,-0.540936051103229,2,-1.1079784391879768,0.8836968577470142,4,0,4,0,0,0,0
-0.9214930031080413,-0.7887267367008847,1.1945229081158986,-0.5777617563457094,2,-1.1362261639419111,0.9215496346297941,2,0,4,0,0,0,0
-0.9356317148416009,-1.0342600731579046,1.8506371765946283,-0.5498615489736819,8,-1.2860619213323454,0.9355387043473433,3,0,4,0,0,0,0
-0.8293782716195716,-0.5431934002438649,2.0952899546714434,-0.5334071689067497,5,-0.9274386331519614,0.8293863517847652,1,2,4,0,0,0,0
-0.9357628565156514,-0.5431934002438649,1.1055582615425117,-0.616738570787184,9,-1.0072691596304715,0.9359501475743303,4,0,4,0,0,0,0
-0.8738434954772881,-0.5431934002438649,0.30328778797893124,-0.5682422954874745,9,-0.9605990056891887,0.8738222202993328,1,4,3,0,0,0,2
-0.8406646519425348,-1.5253267460719442,0.9133310787678715,0.15603938242457235,7,-1.4942353711493834,0.8404953189134069,4,2,2,0,0,0,0
-0.8509961569513186,-0.5431934002438649,1.9205379703308612,-0.550343140585397,2,-0.9440188194205751,0.8511928428150624,1,0,3,0,0,0,0
-0.8411523350429098,-1.0342600731579046,1.15639520244159,-0.4264938311059998,9,-1.2154426094475097,0.8413182053673802,2,1,4,0,0,0,0
-0.8494757331677966,-1.0342600731579046,2.047630322578557,-0.43736174847703696,2,-1.221583419176626,0.8495470699071151,2,0,1,0,0,0,0
-0.8061743916672774,-0.2976600637868451,2.047630322578557,-0.5488181004816326,0,-0.7708479850594991,0.8063455310735078,3,0,4,0,0,0,0
-0.8976129238989247,-0.7887267367008847,0.5542951836681306,-0.5543724570700799,4,-1.1184178157274742,0.8976859274645634,1,1,0,0,0,0,2
-0.8863306417532754,-1.0342600731579046,0.7687635280861174,-0.48548880354109825,6,-1.2492170629576484,0.8861655171089348,3,2,3,0,0,0,2
-0.8902525974428455,-0.2976600637868451,1.4248777965648471,-0.6037034911634289,5,-0.833484244296484,0.8902799493788025,3,3,3,0,0,0,0
-0.8245629132755331,-1.0342600731579046,-0.19554969459327518,-0.40483826163254466,9,-1.2031609899892772,0.8244490330609242,2,1,1,0,0,0,2
-0.8216859928010523,-1.2797934096149244,0.8180118145820996,-0.24321611674096066,7,-1.3407151279214793,0.8215689304720173,3,2,0,0,0,0,0
-0.8400950052958783,-0.7887267367008847,-0.08593254077963755,-0.49804229155313834,3,-1.075432147623661,0.84008387568642,0,4,2,0,0,0,2
-0.8100840528249051,-0.7887267367008847,1.9110060439122842,-0.4686491501847939,5,-1.0527111516259313,0.8100485201163886,2,4,3,0,0,0,0
-0.9068625100967926,-1.2797934096149244,2.182665946841734,-0.41003945103906764,5,-1.4039654681313758,0.9067376784582716,3,4,3,0,0,0,0
-0.7902611691567231,-0.7887267367008847,-0.10817370242298414,-0.4492410082326759,4,-1.0379732082760524,0.790299245221025,0,3,4,0,0,0,2
-0.7961625444889914,-1.2797934096149244,1.3946933629060199,-0.19322690744493431,5,-1.3216786177612192,0.7960594503988394,0,0,1,0,0,0,0
-0.8284397890146483,-0.5431934002438649,1.3073173707357286,-0.5326687284354532,8,-0.9268245521790498,0.828563465330792,4,2,0,0,0,0,0
-0.7855646579547929,-0.7887267367008847,1.6599986482230846,-0.44464983486765874,6,-1.0342887224385828,0.7853619264971841,3,2,3,0,0,0,0
-0.9264763867219568,-0.5431934002438649,1.4757147374639257,-0.6094665374502861,0,-0.9999001879555323,0.9264869533536352,2,3,0,0,0,0,0
-0.8800768231719966,-0.7887267367008847,0.10788329639809877,-0.5371956895855751,3,-1.1049080343234186,0.879993868704134,0,4,0,0,0,0,2
-0.8887198791273813,-0.05212672732982529,0.31917433200989315,-0.6190181044159687,0,-0.6928597014997239,0.8886341764708553,4,2,0,0,0,0,2
-0.8290176320159328,-1.2797934096149244,-0.041450217492943815,-0.25758359982379414,6,-1.346241856677684,0.8289749085577782,3,2,0,0,0,0,2
-0.9016209413120904,-0.7887267367008847,2.120708425120982,-0.5582894021786959,5,-1.1208741396191206,0.9018003597344305,1,4,0,0,0,0,0
-0.8275422881828658,-0.2976600637868451,0.9784659092948156,-0.5627682041676463,2,-0.7868140903552012,0.827740578876818,1,4,2,0,0,0,0
-0.8024204612475844,-1.0342600731579046,2.277985211027506,-0.3759267118759155,7,-1.1865808037206638,0.8022310988036407,0,0,3,0,0,0,0
-0.8300954526495347,-0.7887267367008847,0.7719408368923096,-0.4882499287815981,6,-1.0680631759487218,0.8302092382387385,4,3,2,0,0,0,2
-0.8469553541196403,-1.0342600731579046,1.0674305558682025,-0.43407087246365056,2,-1.219741176257891,0.8470784105451946,0,4,4,0,0,0,0
-0.8990718750227354,-0.2976600637868451,1.7441973315871833,-0.6094665374502861,5,-0.8402391349985119,0.8989202571455237,2,3,1,0,0,0,0
-0.8932934450098894,-1.5253267460719442,1.7664384932305301,-0.05011393349693361,4,-1.533536553415727,0.8931600519677093,2,1,4,0,0,0,0
-0.8073751576203014,-1.2797934096149244,0.14759965647550372,-0.21518748493914241,8,-1.3296616704090702,0.8075798607544681,3,1,3,0,0,0,2
-0.8266488855283974,-0.7887267367008847,0.3112310599944121,-0.48487878749959246,8,-1.0649927710841636,0.8265062491958577,2,3,0,0,0,0,2
-0.8601842704894753,-0.7887267367008847,-0.23367740026758396,-0.5177233354185616,2,-1.09017009097354,0.8602445938087705,0,1,1,0,0,0,2
-0.8757122643325065,-0.5431934002438649,1.790268309276973,-0.5697031233763437,9,-0.9624412486079236,0.8758794364342664,3,3,0,0,0,0,0
-0.9416068573655226,-0.5431934002438649,1.7569065668119526,-0.6213297441522011,2,-1.011567726440853,0.9417103527521445,4,3,4,0,0,0,0
-0.902473362193418,-0.5431934002438649,-0.2813370323604699,-0.5906684115396739,7,-0.9820918397410953,0.9026232461884045,1,3,3,0,0,0,2
-0.7802534201557514,-0.2976600637868451,0.22226641342102516,-0.5318981818567091,1,-0.7511973939263275,0.7804246077733435,4,3,2,0,0,0,2
-0.9110631418437197,-0.7887267367008847,0.7735294912954058,-0.5675359611236257,4,-1.1282431112940599,0.9112635539551257,1,0,2,0,0,0,2
-0.8508199353268133,-0.5431934002438649,1.0356574678062787,-0.5501986631018825,2,-0.9434047384476635,0.8507813995880754,1,4,3,0,0,0,0
-0.8173009430749917,-1.5253267460719442,0.981643218101008,0.24755784170416317,8,-1.4770411039078581,0.8174544982021495,2,1,4,0,0,0,0
-0.9100140084513163,-0.5431934002438649,2.298637718267756,-0.5965759353100456,4,-0.9876185684972998,0.9100292242741654,3,2,0,0,0,0,0
-0.8510166478378888,-0.5431934002438649,1.671119229044758,-0.5503591936391208,5,-0.9440188194205751,0.8511928428150624,1,0,1,0,0,0,0
-0.820149176308274,-1.2797934096149244,-0.1891950769808905,-0.24019814264087944,4,-1.339486965975656,0.820334600791057,3,3,4,0,0,0,2
-0.8580737091727265,-0.2976600637868451,0.32552894962227785,-0.582706096892651,8,-0.809535086352931,0.8581873776738369,0,1,3,0,0,0,2
-0.7410338632600509,-1.0342600731579046,0.4748624635133207,-0.2957738146328008,8,-1.141138811725204,0.7409260579826165,4,1,1,0,0,0,2
